frame robot_id x y phi px py
799 16 237.055 84.9094 2.67795 2347.76 856.886
800 16 235.319 85.9007 2.66513 2344.78 855.107
801 16 233.511 86.8056 2.67795 2341.67 853.491
802 16 231.216 87.3001 2.70175 2337.7 852.648
803 16 229.401 88.1377 2.72337 2334.58 851.155
804 16 227.583 88.9328 2.74307 2331.45 849.742
805 16 225.305 89.5462 2.77442 2327.51 848.678
806 16 223.415 90.3563 2.79015 2324.25 847.238
807 16 221.496 90.6961 2.81984 2320.93 846.669
808 16 219.477 91.0998 2.83189 2317.44 845.985
809 16 217.501 91.9183 2.84309 2314.03 844.533
810 16 215.671 92.4521 2.86329 2310.87 843.602
811 16 213.938 93.0476 2.87534 2307.88 842.554
812 16 211.727 92.8346 2.89661 2304.02 843.016
813 16 209.698 93.2332 2.9105 2300.51 842.342
814 16 207.748 93.5622 2.9341 2297.13 841.793
815 16 205.86 93.8883 2.95337 2293.86 841.248
816 16 203.763 94.5479 2.9694 2290.24 840.093
817 16 202.041 94.5758 2.98894 2287.24 840.094
818 16 200.841 94.5077 2.98894 2285.15 840.257
819 16 199.873 94.5487 3.01724 2283.47 840.211
820 16 198.541 94.8558 3.05093 2281.17 839.684
821 16 196.243 94.8128 3.04192 2277.17 839.835
822 16 194.339 95.015 3.03672 2273.86 839.519
823 16 192.459 94.9452 3.04192 2270.59 839.707
824 16 190.6 95.2178 3.05093 2267.37 839.26
825 16 188.693 95.2097 3.04664 2264.05 839.333
826 16 186.745 95.4147 3.04192 2260.66 839.014
827 255 184.962 95.8262 3.05093 2257.58 838.308
828 16 182.932 95.9069 3.05093 2254.05 838.221
829 16 181.205 96.4592 3.05845 2251.06 837.252
830 16 178.991 96.6816 3.04192 2247.22 836.909
831 16 176.999 96.8967 3.05093 2243.76 836.572
832 16 175.099 96.8422 3.05485 2240.45 836.732
833 16 172.868 96.8352 3.05485 2236.57 836.813
834 16 170.937 97.4929 3.06482 2233.23 835.655
835 255 168.727 97.4757 -3.14159 2229.38 835.756
836 16 166.737 97.6498 3.05093 2225.92 835.495
837 16 164.577 97.7339 3.04664 2222.16 835.405
838 16 162.844 98.2185 3.05845 2219.16 834.562
839 255 160.79 98.1572 3.03672 2215.59 834.739
840 16 158.692 98.0232 3.03094 2211.93 835.051
841 16 156.596 98.2577 3.03486 2208.29 834.682
842 16 154.7 98.8487 3.03094 2205 833.646
843 16 152.85 98.8928 3.04192 2201.78 833.621
844 16 150.573 99.106 3.03672 2197.83 833.297
845 16 148.903 99.1185 3.03672 2194.92 833.325
846 16 146.897 99.2981 3.03672 2191.43 833.054
847 16 144.779 99.4674 3.04192 2187.75 832.806
848 16 143.013 99.9445 3.03094 2184.69 831.977
849 16 140.975 99.9164 3.03672 2181.14 832.092
850 16 139.096 99.9746 3.03672 2177.87 832.042
851 16 137.042 100.09 3.04192 2174.29 831.892
852 16 135.246 100.179 3.03672 2171.17 831.783
853 16 133.299 100.299 3.03672 2167.78 831.619
854 16 131.112 100.285 3.04192 2163.97 831.712
855 16 129.43 100.34 3.04192 2161.04 831.662
856 16 127.304 100.615 3.05845 2157.34 831.219
857 16 125.36 100.677 3.05093 2153.96 831.165
858 16 123.52 100.647 3.04664 2150.75 831.276
859 16 121.556 100.945 3.05845 2147.34 830.784
860 255 119.791 100.88 3.05845 2144.26 830.959
861 16 117.713 101.352 3.05485 2140.65 830.149
862 16 115.904 102.217 3.05485 2137.53 828.602
863 16 113.706 101.947 3.05093 2133.69 829.171
864 16 111.633 102.366 3.05845 2130.09 828.458
865 16 109.614 102.418 3.05485 2126.57 828.423
866 16 107.681 102.909 3.05845 2123.22 827.573
867 16 105.671 103.158 3.05093 2119.72 827.173
868 255 103.355 103.141 -3.14159 2115.68 827.277
869 16 101.36 102.999 3.04664 2112.2 827.602
870 16 99.5024 103.372 3.04192 2108.97 826.967
871 16 97.5437 103.311 3.04192 2105.55 827.141
872 16 95.3012 103.318 3.03094 2101.64 827.196
873 255 93.4084 103.823 3.03672 2098.36 826.319
874 16 91.6175 104.065 3.03094 2095.24 825.925
875 16 89.3765 104.089 3.04192 2091.33 825.949
876 16 87.4489 104.106 3.03094 2087.97 825.978
877 16 85.5614 104.435 3.03672 2084.69 825.427
878 16 83.5441 104.687 3.05093 2081.18 825.021
